Product Name,Maker,Color,Model,Category,Balance Qty,Minimum Qty,Discount %
FRAME VIVO Y15 BLACK,VIVO,BLACK,Y15,FRAME,0,1,0
FRAME VIVO V9 BLACK,VIVO,BLACK,V9,FRAME,0,1,0
FRAME VIVO Y81 BLACK,VIVO,BLACK,Y81,FRAME,28,1,0
FRAME OPPO A16 BLACK,OPPO,BLACK,A16,FRAME,0,1,0
FRAME REDMI 10C BLACK,REDMI,BLACK,10C,FRAME,10,1,0
FRAME REDMI 9C BLACK,REDMI,BLACK,9C,FRAME,0,1,0
FRAME REDMI 9A BLACK,REDMI,BLACK,9A,FRAME,0,1,0
FRAME REDMI NOTE 8 BLACK,REDMI,BLACK,NOTE 8,FRAME,0,1,0
FRAME REDMI NOTE 8 PRO BLACK,REDMI,BLACK,NOTE 8 PRO,FRAME,45,1,0
FRAME REDMI NOTE9 BLACK,REDMI,BLACK,NOTE9,FRAME,28,1,0
FRAME REDMI NOTE9 PRO BLACK,REDMI,BLACK,NOTE9 PRO,FRAME,40,1,0
FRAME HUAWEI Y5 PRIME 2018 BLACK,HUAWEI,BLACK,Y5 PRIME 2018,FRAME,0,1,0
FRAME HUAWEI Y5 PRIME 2019 BLACK,HUAWEI,BLACK,Y5 PRIME 2019,FRAME,0,1,0
FRAME HUAWEI Y6 PRIME 2019 BLACK,HUAWEI,BLACK,Y6 PRIME 2019,FRAME,0,1,0
FRAME HUAWEI Y7 PRIME 2019 BLACK,HUAWEI,BLACK,Y7 PRIME 2019,FRAME,0,1,0
FRAME HUAWEI Y6 PRIME 2020 BLACK,HUAWEI,BLACK,Y6 PRIME 2020,FRAME,0,1,0
FRAME HUAWEI Y7 PRIME 2018 BLACK,HUAWEI,BLACK,Y7 PRIME 2018,FRAME,0,1,0
FRAME HUAWEI Y9 2019 BLACK,HUAWEI,BLACK,Y9 2019,FRAME,93,1,0
FRAME HUAWEI Y9 PRIME 2019 BLACK,HUAWEI,BLACK,Y9 PRIME 2019,FRAME,0,1,0
FRAME VIVO Y83 BLACK,VIVO,BLACK,Y83,FRAME,0,1,0
FRAME XIAOMI NOTE 9S BLACK,XIAOMI,BLACK,NOTE 9S,FRAME,34,1,0
FRAME HUAWEI 8X BLACK,HUAWEI,BLACK,8X,FRAME,37,1,0
FRAME HUAWEI NOVA 3I BLACK,HUAWEI,BLACK,NOVA 3I,FRAME,157,1,0
FRAME REALME 5 BLACK,REALME,BLACK,5,FRAME,245,1,0
FRAME ITEL A49 BLACK,ITEL,BLACK,A49,FRAME,154,1,0
FRAME TECNO SPARK 4 BLACK,TECNO,BLACK,SPARK 4,FRAME,0,1,0
FRAME INFINIX X653 BLACK,INFINIX,BLACK,X653,FRAME,0,1,0
FRAME INFINIX X689 BLACK,INFINIX,BLACK,X689,FRAME,0,1,0
FRAME INFINIX X652 BLACK,INFINIX,BLACK,X652,FRAME,0,1,0
FRAME INFINIX X693 BLACK,INFINIX,BLACK,X693,FRAME,1,1,0
FRAME INFINIX X6816 BLACK,INFINIX,BLACK,X6816,FRAME,9,1,0
FRAME INFINIX X655 BLACK,INFINIX,BLACK,X655,FRAME,0,1,0
FRAME INFINIX X680 BLACK,INFINIX,BLACK,X680,FRAME,0,1,0
FRAME INFINIX X682 BLACK,INFINIX,BLACK,X682,FRAME,0,1,0
FRAME ITEL A48 BLACK,ITEL,BLACK,A48,FRAME,4,1,0
FRAME INFINIX X650 BLACK,INFINIX,BLACK,X650,FRAME,0,1,0
FRAME INFINIX X657 BLACK,INFINIX,BLACK,X657,FRAME,0,1,0
FRAME TECNO SPARK 8C BLACK,TECNO,BLACK,SPARK 8C,FRAME,0,1,0
FRAME INFINIX X6511 BLACK,INFINIX,BLACK,X6511,FRAME,0,1,0
FRAME INFINIX X688 BLACK,INFINIX,BLACK,X688,FRAME,0,1,0
FRAME INFINIX X6512 BLACK,INFINIX,BLACK,X6512,FRAME,0,1,0
FRAME INFINIX X690 BLACK,INFINIX,BLACK,X690,FRAME,0,1,0
FRAME ITEL VISION 3 BLACK,ITEL,BLACK,VISION 3,FRAME,50,1,0
FRAME REALME C3 BLACK,REALME,BLACK,C3,FRAME,94,1,0
FRAME XIAOMI POCO M3 BLACK,XIAOMI,BLACK,POCO M3,FRAME,122,1,0
FRAME XIAOMI NOTE 10 4G BLACK,XIAOMI,BLACK,NOTE 10 4G,FRAME,55,1,0
FRAME OPPO A15 BLACK,OPPO,BLACK,A15,FRAME,0,1,0
FRAME VIVO S1 PRO BLACK,VIVO,BLACK,S1 PRO,FRAME,0,1,0
FRAME REALME C17 BLACK,REALME,BLACK,C17,FRAME,46,1,0
FRAME VIVO Y12S BLACK,VIVO,BLACK,Y12S,FRAME,0,1,0
FRAME TECNO BB4K BLACK,TECNO,BLACK,BB4K,FRAME,0,1,0
FRAME XIAOMI NOTE 10 LITE BLACK,XIAOMI,BLACK,NOTE 10 LITE,FRAME,0,1,0
FRAME TECNO KE5 BLACK,TECNO,BLACK,KE5,FRAME,0,1,0
FRAME INFINIX X6812 BLACK,INFINIX,BLACK,X6812,FRAME,0,1,0
CAFE -- BENT BLACK BOBA,,,BLACK BOBA,BENT,140,1,0
CAFE -- BENT PUREE MANGO,,,PUREE MANGO,BENT,202,1,0
CAFE -- BENT PUREE BLUEBERRY,,,PUREE BLUEBERRY,BENT,0,1,0
CAFE -- BENT PUREE STRAWBERRY,,,PUREE STRAWBERRY,BENT,176,1,0
CAFE -- BENT PUREE PINEAPPLE,,,PUREE PINEAPPLE,BENT,195,1,0
VAPE -- BENT ICE MINT,,,ICE MINT,BENT,81,1,0
VAPE -- BENT ICE PASSION FRUIT,,,ICE PASSION FRUIT,BENT,48,1,0
VAPE -- BENT ICE BLUEBERRY,,,ICE BLUEBERRY,BENT,0,1,0
VAPE -- BENT ICE LEMON,,,ICE LEMON,BENT,154,1,0
VAPE -- BENT ICE PINEAPPLE,,,ICE PINEAPPLE,BENT,112,1,0
VAPE -- BENT ICE STRAWBERRY,,,ICE STRAWBERRY,BENT,48,1,0
VAPE -- BENT ICE MANGO,,,ICE MANGO,BENT,40,1,0
VAPE -- BENT ICE COLA,,,ICE COLA,BENT,40,1,0
VAPE -- BENT ICE WATERMELON,,,ICE WATERMELON,BENT,3,1,0
VAPE -- BENT ICE GRAPE,,,ICE GRAPE,BENT,19,1,0
BENT BESTON DEVICE GOLD,BESTON,GOLD,DEVICE,BENT,304,1,0
BENT BESTON DEVICE SILVER,BESTON,SILVER,DEVICE,BENT,79,1,0
BENT BESTON DEVICE ROSE GOLD,BESTON,ROSE GOLD,DEVICE,BENT,294,1,0
BENT BESTON DEVICE BLACK,BESTON,BLACK,DEVICE,BENT,158,1,0
POD -- BENT HONEY PEACH,,,HONEY PEACH,BENT,68,1,0
POD -- BENT ICE MINT,,,ICE MINT,BENT,0,1,0
POD -- BENT STRAWBERRY,,,STRAWBERRY,BENT,154,1,0
POD -- BENT BLUEBERRY,,,BLUEBERRY,BENT,0,1,0
POD -- BENT GREEN GRAPE,,,GREEN GRAPE,BENT,63,1,0
POD -- BENT ICE COLA,,,ICE COLA,BENT,12,1,0
POD -- BENT ICE LYCHEE,,,ICE LYCHEE,BENT,27,1,0
POD -- BENT ICE WATERMELON,,,ICE WATERMELON,BENT,11,1,0
MID OPPO A52 BLACK,OPPO,BLACK,A52,MID,155,1,0
MID OPPO A5 2020 BLACK,OPPO,BLACK,A5 2020,MID,209,1,0
MID VIVO Y21 WHITE,VIVO,WHITE,Y21,MID,634,1,0
MID REDMI NOTE 10 BLACK,REDMI,BLACK,NOTE 10,MID,81,1,0
MID REDMI NOTE 10 WHITE,REDMI,WHITE,NOTE 10,MID,73,1,0
MID OPPO F17 PRO BLACK,OPPO,BLACK,F17 PRO,MID,0,1,0
MID VIVO Y20 WHITE,VIVO,WHITE,Y20,MID,277,1,0
MID OPPO A15 BLACK,OPPO,BLACK,A15,MID,128,1,0
MID OPPO A16 BLACK,OPPO,BLACK,A16,MID,47,1,0
MID OPPO A54 BLACK,OPPO,BLACK,A54,MID,191,1,0
MID OPPO F19 BLUE,OPPO,BLUE,F19,MID,0,1,0
MID INFINIX X660 GREEN,INFINIX,GREEN,X660,MID,91,1,0
MID OPPO A5S GREEN,OPPO,GREEN,A5S,MID,174,1,0
MID OPPO A5S BLACK,OPPO,BLACK,A5S,MID,110,1,0
MID OPPO A5S BLUE,OPPO,BLUE,A5S,MID,0,1,0
FRAME HUAWEI MATE 10 LITE BLACK,HUAWEI,BLACK,MATE 10 LITE,FRAME,0,1,0
MID OPPO F17 PRO BLUE,OPPO,BLUE,F17 PRO,MID,0,1,0
FRAME REDMI NOTE 10 BLACK,REDMI,BLACK,NOTE 10,FRAME,0,1,0
MID OPPO A54 BLUE,OPPO,BLUE,A54,MID,0,1,0
UNIT -- TFT SAM A325 4G BLACK,SAM,BLACK,A325 4G,TFT,0,1,0
UNIT -- TFT OPPO A3S BLACK,OPPO,BLACK,A3S,TFT,0,1,0
UNIT -- TFT VIVO Y83 BLACK,VIVO,BLACK,Y83,TFT,113,1,0
TOOLS BATTERY ACTIVATOR,,,BATTERY ACTIVATOR,TOOLS,1,1,0
UNIT SMALL -- LCD INFINIX X690 BLACK,INFINIX,BLACK,X690,LCD,0,1,0
UNIT FD PRO -- LCD OPPO A5 2020/C3 BLACK,OPPO,BLACK,A5 2020/C3,LCD,316,1,0
UNIT FD PRO -- LCD SAM A10S BLACK,SAM,BLACK,A10S,LCD,1555,1,0
UNIT FD PRO -- LCD INFINIX X689 BLACK,INFINIX,BLACK,X689,LCD,377,1,0
UNIT FD PRO -- LCD TECNO LC7 BLACK,TECNO,BLACK,LC7,LCD,0,1,0
UNIT FD PRO -- LCD INFINIX X682 BLACK,INFINIX,BLACK,X682,LCD,0,1,0
UNIT FD PRO -- LCD INFINIX X688 BLACK,INFINIX,BLACK,X688,LCD,0,1,0
UNIT FD PRO -- LCD INFINIX X680 BLACK,INFINIX,BLACK,X680,LCD,0,1,0
UNIT FD PRO -- LCD REALME C20 BLACK,REALME,BLACK,C20,LCD,616,1,0
UNIT FD PRO -- LCD OPPO A16 BLACK,OPPO,BLACK,A16,LCD,472,1,0
CAFE -- BENT PUREE PEACH,,,PUREE PEACH,BENT,112,1,0
CAFE -- BENT PUREE BLACK GRAPERS,,,PUREE BLACK GRAPERS,BENT,177,1,0
CAFE -- BENT ITALIAN COFFEE,,,ITALIAN COFFEE,BENT,66,1,0
KT -- LCD ITEL 16 PIN SUPER,,,ITEL 16 PIN SUPER,LCD,1499,1,0
UNIT -- TFT VIVO V15 BLACK,VIVO,BLACK,V15,TFT,0,1,0
UNIT FD PRO -- LCD REALME C21Y BLACK,REALME,BLACK,C21Y,LCD,383,1,0
UNIT FD PRO -- LCD REDMI 9A BLACK,REDMI,BLACK,9A,LCD,12,1,0
UNIT FD PRO -- LCD OPPO A3S BLACK,OPPO,BLACK,A3S,LCD,966,1,0
UNIT FD PRO -- LCD VIVO Y81 Y83 BLACK,VIVO,BLACK,Y81 Y83,LCD,0,1,0
UNIT FD PRO -- LCD OPPO A32 A53 BLACK,OPPO,BLACK,A32 A53,LCD,0,1,0
CAFE -- BENT SAGUDANA,,,SAGUDANA,BENT,94,1,0
CAFE -- BENT BLACK JELLY,,,BLACK JELLY,BENT,33,1,0
CAFE -- BENT WHITE JELLY,,,WHITE JELLY,BENT,13,1,0
CAFE -- BENT MANGO PUDDING,,,MANGO PUDDING,BENT,24,1,0
CAFE -- BENT PUREE ORANGE,,,PUREE ORANGE,BENT,26,1,0
CAFE -- BENT PUREE PASSION FRUITE,,,PUREE PASSION FRUITE,BENT,46,1,0
CAFE -- BENT STRAWBERRY POPPING B,,,STRAWBERRY POPPING B,BENT,60,1,0
CAFE -- BENT MANGO POPPING BALL,,,MANGO POPPING BALL,BENT,63,1,0
CAFE -- BENT COCONET JELLY,,,COCONET JELLY,BENT,32,1,0
CAFE -- BENT FRUITE PURE,,,FRUITE PURE,BENT,42,1,0
CAFE -- BENT CRYSTEL JAM,,,CRYSTEL JAM,BENT,0,1,0
CAFE -- BENT HONEY YUZU TEA,,,HONEY YUZU TEA,BENT,28,1,0
CAFE -- BENT RED GRAPE FRUITE,,,RED GRAPE FRUITE,BENT,44,1,0
UNIT JK INCELL -- LCD APPLE IPHONE X BLACK,APPLE,BLACK,IPHONE X,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE XS BLACK,APPLE,BLACK,IPHONE XS,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE XR BLACK,APPLE,BLACK,IPHONE XR,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 11 BLACK,APPLE,BLACK,IPHONE 11,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE XS MAX BLACK,APPLE,BLACK,IPHONE XS MAX,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 11 PRO BLACK,APPLE,BLACK,IPHONE 11 PRO,LCD,1,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 11 PRO MAX BLAC,APPLE,BLACK,IPHONE 11 PRO MAX,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 12 BLACK,APPLE,BLACK,IPHONE 12,LCD,8,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 12 MOVE IC BLAC,APPLE,BLACK,IPHONE 12 MOVE IC,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 12 PRO MAX BLAC,APPLE,BLACK,IPHONE 12 PRO MAX,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 13 BLACK,APPLE,BLACK,IPHONE 13,LCD,1,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 14 BLACK,APPLE,BLACK,IPHONE 14,LCD,9,1,0
UNIT JK SOFT -- LED APPLE IPHONE 11 PRO MAX BLACK,APPLE,BLACK,IPHONE 11 PRO MAX,LED,2,1,0
UNIT JK SOFT -- LED APPLE IPHONE 12 PRO MAX BLACK,APPLE,BLACK,IPHONE 12 PRO MAX,LED,0,1,0
UNIT MOSHI -- LCD APPLE IPHONE X BLACK,APPLE,BLACK,IPHONE X,LCD,0,1,0
UNIT MOSHI -- LCD APPLE IPHONE XS BLACK,APPLE,BLACK,IPHONE XS,LCD,199,1,0
UNIT MOSHI -- LCD APPLE IPHONE XS MAX BLACK,APPLE,BLACK,IPHONE XS MAX,LCD,2,1,0
UNIT MOSHI -- LCD APPLE IPHONE 11 PRO BLACK,APPLE,BLACK,IPHONE 11 PRO,LCD,0,1,0
UNIT MOSHI -- LCD APPLE IPHONE 11 PRO MAX BLACK,APPLE,BLACK,IPHONE 11 PRO MAX,LCD,0,1,0
UNIT JK INCELL -- LCD APPLE IPHONE 14 PLUS BLACK,APPLE,BLACK,IPHONE 14 PLUS,LCD,10,1,0
UNIT FD PRO -- LCD TECNO KF6 BLACK,TECNO,BLACK,KF6,LCD,0,1,0
UNIT FD PRO -- LCD TECNO KF8 SPARK 7 PRO BLACK,TECNO,BLACK,KF8 SPARK 7 PRO,LCD,0,1,0
LCD SAM G530 G532,SAM,,G530 G532,LCD,865,1,0
UNIT OLED 2 -- TFT SAM J4 PURPLE,SAM,PURPLE,J4,TFT,0,1,0
UNIT OLED 2 -- TFT SAM J720 BLACK,SAM,BLACK,J720,TFT,0,1,0
UNIT OLED 2 -- TFT SAM J720 GOLD,SAM,GOLD,J720,TFT,0,1,0
UNIT FD PRO -- LCD SAM A10 BLACK,SAM,BLACK,A10,LCD,1701,1,0
UNIT -- TFT HUAWEI HONOR 8C BLACK,HUAWEI,BLACK,HONOR 8C,TFT,0,1,0
UNIT -- TFT VIVO Y85 BLACK,VIVO,BLACK,Y85,TFT,0,1,0
BQ -- LED SAM A515 FULL BLACK,SAM,BLACK,A515 FULL,LED,0,1,0
UNIT FD PRO -- LCD TECNO KG5K BLACK,TECNO,BLACK,KG5K,LCD,471,1,0
UNIT FD PRO -- LCD REDMI 8A BLACK,REDMI,BLACK,8A,LCD,0,1,0
UNIT OLED 2 -- TFT SAM J120 WHITE,SAM,WHITE,J120,TFT,688,1,0
UNIT OLED 2 -- TFT SAM J120 BLACK,SAM,BLACK,J120,TFT,250,1,0
UNIT OLED 2 -- TFT SAM J120 GOLD,SAM,GOLD,J120,TFT,0,1,0
BQ OLED 2 -- TFT SAM J6 BLACK,SAM,BLACK,J6,TFT,0,1,0
UNIT JK SOFT -- LED APPLE IPHONE XS MAX BLACK,APPLE,BLACK,IPHONE XS MAX,LED,0,1,0
BQ -- TFT SAM A20 BLACK,SAM,BLACK,A20,TFT,36,1,0
BQ -- TFT SAM A30S BLACK,SAM,BLACK,A30S,TFT,290,1,0
UNIT INCELL -- TFT VIVO V20 BLACK,VIVO,BLACK,V20,TFT,135,1,0
BQ -- TFT SAM A30/A50 BLACK,SAM,BLACK,A30/A50,TFT,435,1,0
BQ -- TFT SAM A315 BLACK,SAM,BLACK,A315,TFT,0,1,0
BQ -- LCD VIVO Y71 BLACK,VIVO,BLACK,Y71,LCD,0,1,0
BQ -- LCD VIVO Y71 WHITE,VIVO,WHITE,Y71,LCD,43,1,0
UNIT OLED 2 -- TFT SAM J210,SAM,,J210,TFT,56,1,0
UNIT OLED 2 -- TFT SAM J110 BLACK,SAM,BLACK,J110,TFT,0,1,0
UNIT OLED 2 -- TFT SAM J110 WHITE,SAM,WHITE,J110,TFT,0,1,0
KT -- LCD X MOBILE 17PIN,,,X MOBILE 17PIN,LCD,405,1,0
KT -- LCD 20 PIN SUPER,,,20 PIN SUPER,LCD,0,1,0
BQ -- LCD REALME C21Y BLACK,REALME,BLACK,C21Y,LCD,218,1,0
BQ -- LCD REALME C20 BLACK,REALME,BLACK,C20,LCD,49,1,0
BQ -- LCD REDMI 9A BLACK,REDMI,BLACK,9A,LCD,1,1,0
BQ -- TFT SAM A225 BLACK,SAM,BLACK,A225,TFT,0,1,0
BQ -- LCD OPPO A57 BLACK,OPPO,BLACK,A57,LCD,4,1,0
HOUSING OPPO A54 BLACK,OPPO,BLACK,A54,HOUSING,16,1,0
HOUSING OPPO A54 BLUE,OPPO,BLUE,A54,HOUSING,0,1,0
HOUSING OPPO A52 BLACK,OPPO,BLACK,A52,HOUSING,49,1,0
HOUSING OPPO A12 BLUE,OPPO,BLUE,A12,HOUSING,0,1,0
HOUSING OPPO A31 2020 WHITE,OPPO,WHITE,A31 2020,HOUSING,17,1,0
HOUSING OPPO A31 2020 GREEN,OPPO,GREEN,A31 2020,HOUSING,31,1,0
HOUSING OPPO F1S GOLD,OPPO,GOLD,F1S,HOUSING,0,1,0
HOUSING OPPO F17 BLACK,OPPO,BLACK,F17,HOUSING,53,1,0
HOUSING OPPO F17 ORANGE,OPPO,ORANGE,F17,HOUSING,63,1,0
HOUSING OPPO F15 BLACK,OPPO,BLACK,F15,HOUSING,18,1,0
HOUSING OPPO F19 PRO BLACK,OPPO,BLACK,F19 PRO,HOUSING,26,1,0
HOUSING OPPO A16 BLACK,OPPO,BLACK,A16,HOUSING,25,1,0
HOUSING OPPO A16 WHITE,OPPO,WHITE,A16,HOUSING,4,1,0
HOUSING OPPO A16 BLUE,OPPO,BLUE,A16,HOUSING,12,1,0
HOUSING OPPO A5 2020 BLACK,OPPO,BLACK,A5 2020,HOUSING,0,1,0
HOUSING OPPO A5 2020 BLUE,OPPO,BLUE,A5 2020,HOUSING,1,1,0
HOUSING OPPO A5 2020 WHITE,OPPO,WHITE,A5 2020,HOUSING,0,1,0
HOUSING OPPO A71 BLACK,OPPO,BLACK,A71,HOUSING,0,1,0
HOUSING OPPO A71 BLUE,OPPO,BLUE,A71,HOUSING,0,1,0
HOUSING OPPO A71 GOLD,OPPO,GOLD,A71,HOUSING,0,1,0
HOUSING OPPO A37 GOLD,OPPO,GOLD,A37,HOUSING,0,1,0
HOUSING OPPO A15 BLACK,OPPO,BLACK,A15,HOUSING,0,1,0
HOUSING OPPO A15 WHITE,OPPO,WHITE,A15,HOUSING,0,1,0
HOUSING OPPO A15 BLUE,OPPO,BLUE,A15,HOUSING,0,1,0
HOUSING VIVO S1 PRO BLUE,VIVO,BLUE,S1 PRO,HOUSING,1,1,0
HOUSING REALME C3 BLACK,REALME,BLACK,C3,HOUSING,54,1,0
HOUSING REALME C3 BLUE,REALME,BLUE,C3,HOUSING,51,1,0
HOUSING VIVO S1 PRO WHITE,VIVO,WHITE,S1 PRO,HOUSING,0,1,0
HOUSING VIVO Y93 BLACK,VIVO,BLACK,Y93,HOUSING,171,1,0
HOUSING VIVO Y33S BLACK,VIVO,BLACK,Y33S,HOUSING,1,1,0
HOUSING VIVO Y93 BLUE,VIVO,BLUE,Y93,HOUSING,150,1,0
HOUSING VIVO Y12 RED,VIVO,RED,Y12,HOUSING,132,1,0
HOUSING VIVO Y12 BLUE,VIVO,BLUE,Y12,HOUSING,157,1,0
HOUSING VIVO Y15 GREEN,VIVO,GREEN,Y15,HOUSING,190,1,0
HOUSING VIVO Y15 RED,VIVO,RED,Y15,HOUSING,142,1,0
HOUSING VIVO Y15 BLUE,VIVO,BLUE,Y15,HOUSING,130,1,0
HOUSING VIVO Y17 GREEN,VIVO,GREEN,Y17,HOUSING,170,1,0
HOUSING VIVO Y17 BLUE,VIVO,BLUE,Y17,HOUSING,166,1,0
HOUSING VIVO Y17 RED,VIVO,RED,Y17,HOUSING,182,1,0
HOUSING OPPO F5 BLACK,OPPO,BLACK,F5,HOUSING,0,1,0
HOUSING OPPO F5 GOLD,OPPO,GOLD,F5,HOUSING,0,1,0
HOUSING OPPO F1S BLACK,OPPO,BLACK,F1S,HOUSING,11,1,0
HOUSING OPPO F19 BLUE,OPPO,BLUE,F19,HOUSING,19,1,0
HOUSING OPPO F3 BLACK,OPPO,BLACK,F3,HOUSING,16,1,0
HOUSING OPPO A37 BLACK,OPPO,BLACK,A37,HOUSING,0,1,0
HOUSING OPPO A57 BLACK,OPPO,BLACK,A57,HOUSING,0,1,0
HOUSING VIVO Y11 BLUE,VIVO,BLUE,Y11,HOUSING,87,1,0
HOUSING VIVO Y11 RED,VIVO,RED,Y11,HOUSING,84,1,0
HOUSING VIVO Y91 BLACK,VIVO,BLACK,Y91,HOUSING,133,1,0
HOUSING VIVO Y91 BLUE,VIVO,BLUE,Y91,HOUSING,71,1,0
HOUSING VIVO Y95 BLACK,VIVO,BLACK,Y95,HOUSING,162,1,0
HOUSING VIVO Y95 BLUE,VIVO,BLUE,Y95,HOUSING,156,1,0
HOUSING VIVO Y90 BLACK,VIVO,BLACK,Y90,HOUSING,0,1,0
HOUSING VIVO Y90 GOLD,VIVO,GOLD,Y90,HOUSING,0,1,0
HOUSING HUAWEI 7X BLACK,HUAWEI,BLACK,7X,HOUSING,52,1,0
HOUSING HUAWEI 7X BLUE,HUAWEI,BLUE,7X,HOUSING,56,1,0
HOUSING HUAWEI 7X GOLD,HUAWEI,GOLD,7X,HOUSING,65,1,0
HOUSING VIVO V9 GOLD,VIVO,GOLD,V9,HOUSING,0,1,0
HOUSING HUAWEI 7C BLUE,HUAWEI,BLUE,7C,HOUSING,16,1,0
HOUSING HUAWEI P20 LITE BLUE,HUAWEI,BLUE,P20 LITE,HOUSING,49,1,0
HOUSING HUAWEI 8X BLUE,HUAWEI,BLUE,8X,HOUSING,147,1,0
HOUSING HUAWEI 8X BLACK,HUAWEI,BLACK,8X,HOUSING,154,1,0
HOUSING HUAWEI 7C BLACK,HUAWEI,BLACK,7C,HOUSING,103,1,0
HOUSING HUAWEI MATE 10 LITE GOLD,HUAWEI,GOLD,MATE 10 LITE,HOUSING,95,1,0
HOUSING HUAWEI MATE 10 LITE BLUE,HUAWEI,BLUE,MATE 10 LITE,HOUSING,22,1,0
HOUSING HUAWEI MATE 10 LITE BLACK,HUAWEI,BLACK,MATE 10 LITE,HOUSING,310,1,0
HOUSING HUAWEI NOVA 3I BLACK,HUAWEI,BLACK,NOVA 3I,HOUSING,101,1,0
HOUSING HUAWEI NOVA 3I BLUE,HUAWEI,BLUE,NOVA 3I,HOUSING,57,1,0
HOUSING HUAWEI Y7 PRIME 2018 BLUE,HUAWEI,BLUE,Y7 PRIME 2018,HOUSING,0,1,0
HOUSING HUAWEI Y7 PRIME 2018 BLACK,HUAWEI,BLACK,Y7 PRIME 2018,HOUSING,0,1,0
HOUSING HUAWEI Y7 PRIME 2018 GOLD,HUAWEI,GOLD,Y7 PRIME 2018,HOUSING,0,1,0
HOUSING HUAWEI Y7 PRIME 2017 BLACK,HUAWEI,BLACK,Y7 PRIME 2017,HOUSING,54,1,0
HOUSING HUAWEI Y9 PRIME 2019 BLUE,HUAWEI,BLUE,Y9 PRIME 2019,HOUSING,112,1,0
HOUSING HUAWEI Y9 PRIME 2019 GREEN,HUAWEI,GREEN,Y9 PRIME 2019,HOUSING,47,1,0
HOUSING HUAWEI Y7 PRIME 2017 GOLD,HUAWEI,GOLD,Y7 PRIME 2017,HOUSING,34,1,0
HOUSING VIVO V9 BLACK,VIVO,BLACK,V9,HOUSING,0,1,0
HOUSING OPPO F9 PINK,OPPO,PINK,F9,HOUSING,19,1,0
HOUSING OPPO F9 SKY,OPPO,SKY,F9,HOUSING,0,1,0
HOUSING OPPO F9 BLUE,OPPO,BLUE,F9,HOUSING,5,1,0
HOUSING OPPO F9 BLACK,OPPO,BLACK,F9,HOUSING,53,1,0
HOUSING OPPO A83 GOLD,OPPO,GOLD,A83,HOUSING,0,1,0
HOUSING OPPO A83 BLACK,OPPO,BLACK,A83,HOUSING,22,1,0
HOUSING OPPO A83 BLUE,OPPO,BLUE,A83,HOUSING,33,1,0
HOUSING OPPO A7 GOLD,OPPO,GOLD,A7,HOUSING,6,1,0
HOUSING OPPO A5S BLACK,OPPO,BLACK,A5S,HOUSING,67,1,0
HOUSING OPPO A5S BLUE,OPPO,BLUE,A5S,HOUSING,0,1,0
HOUSING OPPO A3S RED,OPPO,RED,A3S,HOUSING,91,1,0
HOUSING OPPO A3S BLUE,OPPO,BLUE,A3S,HOUSING,98,1,0
HOUSING OPPO A5S GOLD,OPPO,GOLD,A5S,HOUSING,116,1,0
HOUSING OPPO F7 RED,OPPO,RED,F7,HOUSING,31,1,0
HOUSING OPPO F7 BLACK,OPPO,BLACK,F7,HOUSING,45,1,0
HOUSING OPPO F7 SILVER,OPPO,SILVER,F7,HOUSING,64,1,0
HOUSING OPPO A57 GOLD,OPPO,GOLD,A57,HOUSING,0,1,0
HOUSING VIVO Y51 2020 BLUE,VIVO,BLUE,Y51 2020,HOUSING,19,1,0
HOUSING VIVO Y51 2020 SKY,VIVO,SKY,Y51 2020,HOUSING,8,1,0
HOUSING VIVO Y21 WHITE,VIVO,WHITE,Y21,HOUSING,0,1,0
HOUSING OPPO A1K BLACK,OPPO,BLACK,A1K,HOUSING,0,1,0
HOUSING OPPO A1K BLUE,OPPO,BLUE,A1K,HOUSING,0,1,0
HOUSING OPPO A1K RED,OPPO,RED,A1K,HOUSING,0,1,0
HOUSING HUAWEI Y6 PRIME 2019 BLUE,HUAWEI,BLUE,Y6 PRIME 2019,HOUSING,89,1,0
HOUSING HUAWEI 8C BLACK,HUAWEI,BLACK,8C,HOUSING,42,1,0
HOUSING HUAWEI 8C BLUE,HUAWEI,BLUE,8C,HOUSING,23,1,0
HOUSING HUAWEI Y7 PRIME 2019 BLACK,HUAWEI,BLACK,Y7 PRIME 2019,HOUSING,0,1,0
HOUSING HUAWEI Y7 PRIME 2019 BLUE,HUAWEI,BLUE,Y7 PRIME 2019,HOUSING,0,1,0
HOUSING HUAWEI Y6 PRIME 2019 GOLD,HUAWEI,GOLD,Y6 PRIME 2019,HOUSING,45,1,0
HOUSING HUAWEI Y6 PRIME 2019 BLACK,HUAWEI,BLACK,Y6 PRIME 2019,HOUSING,20,1,0
