Product Name,Maker,Color,Model,Category,Balance Qty,Minimum Qty,Discount %
PARTS -- BOARD FLEX INFINIX X652,INFINIX,,X652,BOARD FLEX,117,2,0
PARTS -- BOARD FLEX INFINIX X653,INFINIX,,X653,BOARD FLEX,31,2,0
PARTS -- BOARD FLEX INFINIX X655,INFINIX,,X655,BOARD FLEX,159,2,0
PARTS -- BOARD FLEX INFINIX X660,INFINIX,,X660,BOARD FLEX,77,2,0
PARTS -- BOARD FLEX INFINIX X662,INFINIX,,X662,BOARD FLEX,136,2,0
PARTS -- BOARD FLEX INFINIX X663,INFINIX,,X663,BOARD FLEX,91,2,0
PARTS -- BOARD FLEX INFINIX X6810,INFINIX,,X6810,BOARD FLEX,127,2,0
PARTS -- BOARD FLEX INFINIX X6812,INFINIX,,X6812,BOARD FLEX,145,2,0
PARTS -- BOARD FLEX INFINIX X6815,INFINIX,,X6815,BOARD FLEX,170,2,0
PARTS -- BOARD FLEX INFINIX X693,INFINIX,,X693,BOARD FLEX,96,2,0
PARTS -- BOARD FLEX INFINIX X695,INFINIX,,X695,BOARD FLEX,157,2,0
PARTS -- BOARD FLEX OPPO A12,OPPO,,A12,BOARD FLEX,152,2,0
PARTS -- BOARD FLEX OPPO A15,OPPO,,A15,BOARD FLEX,69,2,0
PARTS -- BOARD FLEX OPPO A15 S,OPPO,,A15 S,BOARD FLEX,59,2,0
PARTS -- BOARD FLEX OPPO A16,OPPO,,A16,BOARD FLEX,146,2,0
PARTS -- BOARD FLEX OPPO A31 2020,OPPO,,A31 2020,BOARD FLEX,87,2,0
PARTS -- BOARD FLEX OPPO A36 / A76,OPPO,,A36 / A76,BOARD FLEX,107,2,0
PARTS -- BOARD FLEX OPPO A3S,OPPO,,A3S,BOARD FLEX,102,2,0
PARTS -- BOARD FLEX OPPO A5 2020,OPPO,,A5 2020,BOARD FLEX,116,2,0
PARTS -- BOARD FLEX OPPO A52,OPPO,,A52,BOARD FLEX,59,2,0
PARTS -- BOARD FLEX OPPO A53,OPPO,,A53,BOARD FLEX,145,2,0
PARTS -- BOARD FLEX OPPO A54,OPPO,,A54,BOARD FLEX,147,2,0
PARTS -- BOARD FLEX OPPO A5S,OPPO,,A5S,BOARD FLEX,38,2,0
PARTS -- BOARD FLEX OPPO F11,OPPO,,F11,BOARD FLEX,75,2,0
PARTS -- BOARD FLEX SAM A10S,SAM,,A10S,BOARD FLEX,203,2,0
PARTS -- BOARD FLEX SAM A10,SAM,,A10,BOARD FLEX,127,2,0
PARTS -- BOARD FLEX SAM A20,SAM,,A20,BOARD FLEX,0,2,0
PARTS -- BOARD FLEX SAM A20S,SAM,,A20S,BOARD FLEX,116,2,0
PARTS -- BOARD FLEX SAM A21S,SAM,,A21S,BOARD FLEX,200,2,0
PARTS -- BOARD FLEX SAM A22 4G,SAM,,A22 4G,BOARD FLEX,185,2,0
PARTS -- BOARD FLEX SAM A30,SAM,,A30,BOARD FLEX,6,2,0
PARTS -- BOARD FLEX SAM A30S,SAM,,A30S,BOARD FLEX,200,2,0
PARTS -- BOARD FLEX SAM A31,SAM,,A31,BOARD FLEX,175,2,0
PARTS -- BOARD FLEX SAM A32 4G,SAM,,A32 4G,BOARD FLEX,190,2,0
PARTS -- BOARD FLEX SAM A50,SAM,,A50,BOARD FLEX,150,2,0
PARTS -- BOARD FLEX SAM A51,SAM,,A51,BOARD FLEX,200,2,0
PARTS -- BOARD FLEX SAM A52,SAM,,A52,BOARD FLEX,200,2,0
PARTS -- BOARD FLEX SAM A70,SAM,,A70,BOARD FLEX,190,2,0
PARTS -- BOARD FLEX TECNO CAMON 12,TECNO,,CAMON 12,BOARD FLEX,88,2,0
PARTS -- BOARD FLEX TECNO CAMON 12 AIR,TECNO,,CAMON 12 AIR,BOARD FLEX,88,2,0
PARTS -- BOARD FLEX TECNO CAMON 15,TECNO,,CAMON 15,BOARD FLEX,90,2,0
PARTS -- BOARD FLEX TECNO CAMON 15 AIR,TECNO,,CAMON 15 AIR,BOARD FLEX,98,2,0
PARTS -- BOARD FLEX TECNO CAMON 17 PRO,TECNO,,CAMON 17 PRO,BOARD FLEX,36,2,0
PARTS -- BOARD FLEX TECNO CAMON 19,TECNO,,CAMON 19,BOARD FLEX,0,2,0
PARTS -- BOARD FLEX TECNO CAMON 19 NEO,TECNO,,CAMON 19 NEO,BOARD FLEX,0,2,0
PARTS -- BOARD FLEX TECNO KC1,TECNO,,KC1,BOARD FLEX,1,2,0
PARTS -- VOLUME FLEX IPHONE 11 PRO MAX,IPHONE,,11 PRO MAX,VOLUME FLEX,20,1,0
PARTS -- VOLUME FLEX IPHONE 7 PLUS,IPHONE,,7 PLUS,VOLUME FLEX,14,1,0
PARTS -- VOLUME FLEX IPHONE XS,IPHONE,,XS,VOLUME FLEX,0,1,0
PARTS -- BOARD FLEX TECNO POVA 2,TECNO,,POVA 2,BOARD FLEX,50,2,0
PARTS -- BOARD FLEX TECNO SPARK 4,TECNO,,SPARK 4,BOARD FLEX,42,2,0
PARTS -- BOARD FLEX TECNO SPARK 4LITE,TECNO,,SPARK 4LITE,BOARD FLEX,14,2,0
PARTS -- BOARD FLEX TECNO SPARK 8 PRO,TECNO,,SPARK 8 PRO,BOARD FLEX,33,2,0
PARTS -- BOARD FLEX VIVO S1,VIVO,,S1,BOARD FLEX,95,2,0
PARTS -- BOARD FLEX VIVO S1 PRO,VIVO,,S1 PRO,BOARD FLEX,101,2,0
PARTS -- BOARD FLEX VIVO V9,VIVO,,V9,BOARD FLEX,100,2,0
PARTS -- BOARD FLEX VIVO Y11,VIVO,,Y11,BOARD FLEX,309,2,0
PARTS -- BOARD FLEX VIVO Y20,VIVO,,Y20,BOARD FLEX,461,2,0
PARTS -- BOARD FLEX VIVO Y21,VIVO,,Y21,BOARD FLEX,246,2,0
PARTS -- BOARD FLEX VIVO Y21S,VIVO,,Y21S,BOARD FLEX,126,2,0
PARTS -- BOARD FLEX VIVO Y30,VIVO,,Y30,BOARD FLEX,62,2,0
PARTS -- BOARD FLEX VIVO Y31S / Y31 2020,VIVO,,Y31S / Y31 2020,BOARD FLEX,0,2,0
PARTS -- BOARD FLEX VIVO Y33S,VIVO,,Y33S,BOARD FLEX,100,2,0
PARTS -- BOARD FLEX VIVO Y51 2020,VIVO,,Y51 2020,BOARD FLEX,93,2,0
PARTS -- BOARD FLEX VIVO Y51S / Y52S,VIVO,,Y51S / Y52S,BOARD FLEX,15,2,0
PARTS -- BOARD FLEX VIVO Y81,VIVO,,Y81,BOARD FLEX,198,2,0
PARTS -- BOARD FLEX VIVO Y91,VIVO,,Y91,BOARD FLEX,156,2,0
PARTS -- SPEAKER FLEX IPHONE 11,IPHONE,,11,SPEAKER FLEX,41,1,0
PARTS -- SPEAKER FLEX IPHONE 11 PRO,IPHONE,,11 PRO,SPEAKER FLEX,46,1,0
PARTS -- SPEAKER FLEX IPHONE 11 PRO MAX,IPHONE,,11 PRO MAX,SPEAKER FLEX,8,1,0
PARTS -- SPEAKER FLEX IPHONE 12 PRO,IPHONE,,12 PRO,SPEAKER FLEX,0,1,0
PARTS -- SPEAKER FLEX IPHONE 12 PRO MAX,IPHONE,,12 PRO MAX,SPEAKER FLEX,16,1,0
PARTS -- SPEAKER FLEX IPHONE 13,IPHONE,,13,SPEAKER FLEX,19,1,0
PARTS -- SPEAKER FLEX IPHONE 14,IPHONE,,14,SPEAKER FLEX,4,1,0
PARTS -- SPEAKER FLEX IPHONE 14 PLUS,IPHONE,,14 PLUS,SPEAKER FLEX,10,1,0
PARTS -- SPEAKER FLEX IPHONE X,IPHONE,,X,SPEAKER FLEX,0,1,0
PARTS -- SPEAKER FLEX IPHONE XR,IPHONE,,XR,SPEAKER FLEX,58,1,0
PARTS -- SPEAKER FLEX IPHONE XS,IPHONE,,XS,SPEAKER FLEX,116,1,0
PARTS -- SPEAKER FLEX IPHONE XS MAX,IPHONE,,XS MAX,SPEAKER FLEX,28,1,0
PARTS -- CHARGING FLEX IPHONE 11,IPHONE,,11,CHARGING FLEX,46,1,0
PARTS -- CHARGING FLEX IPHONE 11 PRO,IPHONE,,11 PRO,CHARGING FLEX,30,1,0
PARTS -- CHARGING FLEX IPHONE 11 PRO MAX,IPHONE,,11 PRO MAX,CHARGING FLEX,93,1,0
PARTS -- CHARGING FLEX IPHONE 12,IPHONE,,12,CHARGING FLEX,30,1,0
PARTS -- CHARGING FLEX IPHONE 12 / 12 PRO,IPHONE,,12 / 12 PRO,CHARGING FLEX,42,1,0
PARTS -- CHARGING FLEX IPHONE 12 PRO MAX,IPHONE,,12 PRO MAX,CHARGING FLEX,18,1,0
PARTS -- CHARGING FLEX IPHONE 13,IPHONE,,13,CHARGING FLEX,20,1,0
PARTS -- CHARGING FLEX IPHONE 14,IPHONE,,14,CHARGING FLEX,2,1,0
PARTS -- CHARGING FLEX IPHONE 14 PLUS,IPHONE,,14 PLUS,CHARGING FLEX,6,1,0
PARTS -- CHARGING FLEX IPHONE 6 PLUS,IPHONE,,6 PLUS,CHARGING FLEX,65,1,0
PARTS -- CHARGING FLEX IPHONE 7G,IPHONE,,7G,CHARGING FLEX,178,1,0
PARTS -- CHARGING FLEX IPHONE 7 PLUS,IPHONE,,7 PLUS,CHARGING FLEX,190,1,0
PARTS -- CHARGING FLEX IPHONE 8G,IPHONE,,8G,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX IPHONE 8 PLUS,IPHONE,,8 PLUS,CHARGING FLEX,94,1,0
PARTS -- CHARGING FLEX IPHONE X,IPHONE,,X,CHARGING FLEX,149,1,0
PARTS -- CHARGING FLEX IPHONE XR,IPHONE,,XR,CHARGING FLEX,45,1,0
PARTS -- CHARGING FLEX IPHONE XS,IPHONE,,XS,CHARGING FLEX,40,1,0
PARTS -- CHARGING FLEX IPHONE XS MAX,IPHONE,,XS MAX,CHARGING FLEX,64,1,0
PARTS -- CHARGING FLEX HUAWEI HONOR 8C,HUAWEI,,HONOR 8C,CHARGING FLEX,113,5,0
PARTS -- CHARGING FLEX HUAWEI MATE 10 LITE,HUAWEI,,MATE 10 LITE,CHARGING FLEX,590,5,0
PARTS -- CHARGING FLEX HUAWEI NOVA 3I,HUAWEI,,NOVA 3I,CHARGING FLEX,150,5,0
PARTS -- CHARGING FLEX HUAWEI P SMART,HUAWEI,,P SMART,CHARGING FLEX,105,5,0
PARTS -- CHARGING FLEX HUAWEI P20 LITE,HUAWEI,,P20 LITE,CHARGING FLEX,285,5,0
PARTS -- CHARGING FLEX HUAWEI P9 LITE,HUAWEI,,P9 LITE,CHARGING FLEX,205,5,0
PARTS -- CHARGING FLEX HUAWEI Y5 PRIME 2018,HUAWEI,,Y5 PRIME 2018,CHARGING FLEX,220,5,0
PARTS -- CHARGING FLEX HUAWEI Y6P 2020,HUAWEI,,Y6P 2020,CHARGING FLEX,153,5,0
PARTS -- CHARGING FLEX HUAWEI Y6 2019,HUAWEI,,Y6 2019,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX HUAWEI Y6 PRIME 2018,HUAWEI,,Y6 PRIME 2018,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX HUAWEI Y7 PRIME 2018,HUAWEI,,Y7 PRIME 2018,CHARGING FLEX,221,5,0
PARTS -- CHARGING FLEX HUAWEI Y7 2019 IC,HUAWEI,,Y7 2019 IC,CHARGING FLEX,751,5,0
PARTS -- CHARGING FLEX HUAWEI Y7 PRIME 2017,HUAWEI,,Y7 PRIME 2017,CHARGING FLEX,102,5,0
PARTS -- CHARGING FLEX HUAWEI Y7P 2020,HUAWEI,,Y7P 2020,CHARGING FLEX,148,5,0
PARTS -- CHARGING FLEX HUAWEI Y9 2019,HUAWEI,,Y9 2019,CHARGING FLEX,180,5,0
PARTS -- CHARGING FLEX HUAWEI Y9 PRIME 2019,HUAWEI,,Y9 PRIME 2019,CHARGING FLEX,280,5,0
PARTS -- CHARGING FLEX INFINIX X612,INFINIX,,X612,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX INFINIX X650,INFINIX,,X650,CHARGING FLEX,1930,5,0
PARTS -- CHARGING FLEX INFINIX X6511,INFINIX,,X6511,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX INFINIX X653,INFINIX,,X653,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX INFINIX X655,INFINIX,,X655,CHARGING FLEX,295,5,0
PARTS -- CHARGING FLEX INFINIX X657,INFINIX,,X657,CHARGING FLEX,1210,5,0
PARTS -- CHARGING FLEX INFINIX X659,INFINIX,,X659,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX INFINIX X660,INFINIX,,X660,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX INFINIX X662,INFINIX,,X662,CHARGING FLEX,113,5,0
PARTS -- CHARGING FLEX INFINIX X663,INFINIX,,X663,CHARGING FLEX,212,5,0
PARTS -- CHARGING FLEX INFINIX X665,INFINIX,,X665,CHARGING FLEX,45,5,0
PARTS -- CHARGING FLEX INFINIX X670,INFINIX,,X670,CHARGING FLEX,215,5,0
PARTS -- CHARGING FLEX INFINIX X680,INFINIX,,X680,CHARGING FLEX,985,5,0
PARTS -- CHARGING FLEX INFINIX X6810,INFINIX,,X6810,CHARGING FLEX,170,5,0
PARTS -- CHARGING FLEX INFINIX X6812,INFINIX,,X6812,CHARGING FLEX,145,5,0
PARTS -- CHARGING FLEX INFINIX X6815,INFINIX,,X6815,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX INFINIX X6816,INFINIX,,X6816,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX INFINIX X6817,INFINIX,,X6817,CHARGING FLEX,300,5,0
PARTS -- CHARGING FLEX INFINIX X682,INFINIX,,X682,CHARGING FLEX,395,5,0
PARTS -- CHARGING FLEX INFINIX X683,INFINIX,,X683,CHARGING FLEX,145,5,0
PARTS -- CHARGING FLEX INFINIX X687,INFINIX,,X687,CHARGING FLEX,180,5,0
PARTS -- CHARGING FLEX INFINIX X688,INFINIX,,X688,CHARGING FLEX,575,5,0
PARTS -- CHARGING FLEX INFINIX X689,INFINIX,,X689,CHARGING FLEX,230,5,0
PARTS -- CHARGING FLEX INFINIX X690,INFINIX,,X690,CHARGING FLEX,390,5,0
PARTS -- CHARGING FLEX INFINIX X692,INFINIX,,X692,CHARGING FLEX,87,5,0
PARTS -- CHARGING FLEX INFINIX X693,INFINIX,,X693,CHARGING FLEX,256,5,0
PARTS -- CHARGING FLEX INFINIX X695,INFINIX,,X695,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX ITEL A49,ITEL,,A49,CHARGING FLEX,275,5,0
PARTS -- CHARGING FLEX ITEL A48,ITEL,,A48,CHARGING FLEX,245,5,0
PARTS -- CHARGING FLEX ITEL VISION 1,ITEL,,VISION 1,CHARGING FLEX,290,5,0
PARTS -- CHARGING FLEX ITEL VISION 1 PLUS,ITEL,,VISION 1 PLUS,CHARGING FLEX,489,5,0
PARTS -- CHARGING FLEX ITEL VISION 3,ITEL,,VISION 3,CHARGING FLEX,145,5,0
PARTS -- CHARGING FLEX REDMI 10C,REDMI,,10C,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX XIAOMI MI 9C,XIAOMI,,MI 9C,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX XIAOMI MI 9A,XIAOMI,,MI 9A,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX XIAOMI MI 8A,XIAOMI,,MI 8A,CHARGING FLEX,88,5,0
PARTS -- CHARGING FLEX XIAOMI MI NOTE 10 4G,XIAOMI,,MI NOTE 10 4G,CHARGING FLEX,185,5,0
PARTS -- CHARGING FLEX XIAOMI MI NOTE 9,XIAOMI,,MI NOTE 9,CHARGING FLEX,101,5,0
PARTS -- CHARGING FLEX XIAOMI MI NOTE 9 PRO,XIAOMI,,MI NOTE 9 PRO,CHARGING FLEX,116,5,0
PARTS -- CHARGING FLEX XIAOMI POCO M3,XIAOMI,,POCO M3,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX NOKIA 1 PLUS,NOKIA,,1 PLUS,CHARGING FLEX,44,5,0
PARTS -- CHARGING FLEX NOKIA 2.3,NOKIA,,2.3,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX NOKIA 2.4,NOKIA,,2.4,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX NOKIA 3.1 PLUS,NOKIA,,3.1 PLUS,CHARGING FLEX,78,5,0
PARTS -- CHARGING FLEX NOKIA 3.2,NOKIA,,3.2,CHARGING FLEX,105,5,0
PARTS -- CHARGING FLEX NOKIA C1,NOKIA,,C1,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX OPPO A12,OPPO,,A12,CHARGING FLEX,235,5,0
PARTS -- CHARGING FLEX OPPO A15,OPPO,,A15,CHARGING FLEX,250,5,0
PARTS -- CHARGING FLEX OPPO A15S,OPPO,,A15S,CHARGING FLEX,103,5,0
PARTS -- CHARGING FLEX OPPO A16,OPPO,,A16,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX OPPO A1K,OPPO,,A1K,CHARGING FLEX,360,5,0
PARTS -- CHARGING FLEX OPPO A31 2020,OPPO,,A31 2020,CHARGING FLEX,98,5,0
PARTS -- CHARGING FLEX OPPO A36 / A76,OPPO,,A36 / A76,CHARGING FLEX,103,5,0
PARTS -- CHARGING FLEX OPPO A37,OPPO,,A37,CHARGING FLEX,485,5,0
PARTS -- CHARGING FLEX OPPO A3S,OPPO,,A3S,CHARGING FLEX,265,5,0
PARTS -- CHARGING FLEX OPPO A5 2020,OPPO,,A5 2020,CHARGING FLEX,265,5,0
PARTS -- CHARGING FLEX OPPO A52,OPPO,,A52,CHARGING FLEX,207,5,0
PARTS -- CHARGING FLEX OPPO A53,OPPO,,A53,CHARGING FLEX,201,5,0
PARTS -- CHARGING FLEX OPPO A54,OPPO,,A54,CHARGING FLEX,163,5,0
PARTS -- CHARGING FLEX OPPO A5S,OPPO,,A5S,CHARGING FLEX,280,5,0
PARTS -- CHARGING FLEX REALME C11,REALME,,C11,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX REALME C15,REALME,,C15,CHARGING FLEX,117,5,0
PARTS -- CHARGING FLEX OPPO F11,OPPO,,F11,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX OPPO F11 PRO,OPPO,,F11 PRO,CHARGING FLEX,130,5,0
PARTS -- CHARGING FLEX OPPO F15,OPPO,,F15,CHARGING FLEX,50,5,0
PARTS -- CHARGING FLEX OPPO F17,OPPO,,F17,CHARGING FLEX,55,5,0
PARTS -- CHARGING FLEX OPPO F17 PRO,OPPO,,F17 PRO,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX OPPO F19,OPPO,,F19,CHARGING FLEX,188,5,0
PARTS -- CHARGING FLEX OPPO F19 PRO,OPPO,,F19 PRO,CHARGING FLEX,125,5,0
PARTS -- CHARGING FLEX OPPO F21 PRO 4G,OPPO,,F21 PRO 4G,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX OPPO F21 PRO 5G,OPPO,,F21 PRO 5G,CHARGING FLEX,50,5,0
PARTS -- CHARGING FLEX OPPO F3,OPPO,,F3,CHARGING FLEX,55,5,0
PARTS -- CHARGING FLEX OPPO F5,OPPO,,F5,CHARGING FLEX,45,5,0
PARTS -- CHARGING FLEX OPPO F9,OPPO,,F9,CHARGING FLEX,30,5,0
PARTS -- CHARGING FLEX REALME 5,,,REALME 5,CHARGING FLEX,132,5,0
PARTS -- CHARGING FLEX REALME 5I,,,REALME 5I,CHARGING FLEX,110,5,0
PARTS -- CHARGING FLEX REALME C20,REALME,,C20,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX REALME C21Y,REALME,,C21Y,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX REALME C3,REALME,,C3,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX SAM A02,SAM,,A02,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX SAM A02S/A03S,SAM,,A02S/A03S,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX SAM A10,SAM,,A10,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX SAM A10S,SAM,,A10S,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX SAM A11,SAM,,A11,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX SAM A12,SAM,,A12,CHARGING FLEX,295,5,0
PARTS -- CHARGING FLEX SAM A20,SAM,,A20,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX SAM A20S,SAM,,A20S,CHARGING FLEX,190,5,0
PARTS -- CHARGING FLEX SAM A21S,SAM,,A21S,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX SAM A22 4G,SAM,,A22 4G,CHARGING FLEX,125,5,0
PARTS -- CHARGING FLEX SAM A30,SAM,,A30,CHARGING FLEX,215,5,0
PARTS -- CHARGING FLEX SAM A30S ORG,SAM,,A30S ORG,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX SAM A31,SAM,,A31,CHARGING FLEX,202,5,0
PARTS -- CHARGING FLEX SAM A32 4G,SAM,,A32 4G,CHARGING FLEX,206,5,0
PARTS -- CHARGING FLEX SAM A50,SAM,,A50,CHARGING FLEX,15,5,0
PARTS -- CHARGING FLEX SAM A51 IC,SAM,,A51 IC,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX SAM A70 IC,SAM,,A70 IC,CHARGING FLEX,104,2,0
PARTS -- CHARGING FLEX TECNO CAMON 12 AIR,TECNO,,CAMON 12 AIR,CHARGING FLEX,145,5,0
PARTS -- CHARGING FLEX TECNO CAMON 15,TECNO,,CAMON 15,CHARGING FLEX,50,5,0
PARTS -- CHARGING FLEX TECNO CAMON 15 AIR,TECNO,,CAMON 15 AIR,CHARGING FLEX,50,5,0
PARTS -- CHARGING FLEX TECNO CAMON 17,TECNO,,CAMON 17,CHARGING FLEX,110,5,0
PARTS -- CHARGING FLEX TECNO CAMON 17 PRO,TECNO,,CAMON 17 PRO,CHARGING FLEX,160,5,0
PARTS -- CHARGING FLEX TECNO CAMON 19,TECNO,,CAMON 19,CHARGING FLEX,130,5,0
PARTS -- CHARGING FLEX TECNO CAMON 19 NEO,TECNO,,CAMON 19 NEO,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX TECNO KC1,TECNO,,KC1,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX TECNO LC7,TECNO,,LC7,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX TECNO POVA,TECNO,,POVA,CHARGING FLEX,130,5,0
PARTS -- CHARGING FLEX TECNO POVA 2,TECNO,,POVA 2,CHARGING FLEX,175,5,0
PARTS -- CHARGING FLEX TECNO POP 5 LITE,TECNO,,POP 5 LITE,CHARGING FLEX,145,5,0
PARTS -- CHARGING FLEX TECNO SPARK 4 LITE,TECNO,,SPARK 4 LITE,CHARGING FLEX,221,5,0
PARTS -- CHARGING FLEX TECNO SPARK 6,TECNO,,SPARK 6,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX TECNO SPARK 6 GO IC,TECNO,,SPARK 6 GO IC,CHARGING FLEX,1071,5,0
PARTS -- CHARGING FLEX TECNO SPARK 7,TECNO,,SPARK 7,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX TECNO SPARK 7 PRO,TECNO,,SPARK 7 PRO,CHARGING FLEX,100,5,0
PARTS -- CHARGING FLEX TECNO SPARK 8,TECNO,,SPARK 8,CHARGING FLEX,173,5,0
PARTS -- CHARGING FLEX TECNO SPARK 8 PRO,TECNO,,SPARK 8 PRO,CHARGING FLEX,128,5,0
PARTS -- CHARGING FLEX TECNO SPARK 8C,TECNO,,SPARK 8C,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX VIVO S1,VIVO,,S1,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX VIVO S1 PRO ORG,VIVO,,S1 PRO ORG,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX VIVO V9,VIVO,,V9,CHARGING FLEX,195,5,0
PARTS -- CHARGING FLEX VIVO Y11,VIVO,,Y11,CHARGING FLEX,0,5,0
PARTS -- CHARGING FLEX VIVO Y12S,VIVO,,Y12S,CHARGING FLEX,130,5,0
PARTS -- CHARGING FLEX VIVO Y19,VIVO,,Y19,CHARGING FLEX,108,5,0
PARTS -- CHARGING FLEX VIVO Y20,VIVO,,Y20,CHARGING FLEX,725,5,0
PARTS -- CHARGING FLEX VIVO Y30,VIVO,,Y30,CHARGING FLEX,128,5,0
PARTS -- CHARGING FLEX VIVO Y31S / Y31 2020,VIVO,,Y31S / Y31 2020,CHARGING FLEX,61,5,0
PARTS -- CHARGING FLEX VIVO Y51 2020,VIVO,,Y51 2020,CHARGING FLEX,206,5,0
PARTS -- CHARGING FLEX VIVO Y81,VIVO,,Y81,CHARGING FLEX,255,5,0
PARTS -- CHARGING FLEX VIVO Y91,VIVO,,Y91,CHARGING FLEX,569,5,0
PARTS -- CHARGING FLEX REDMI NOTE 10,REDMI,,NOTE 10,CHARGING FLEX,150,5,0
PARTS -- CHARGING FLEX XIAOMI MI NOTE 10 LITE,XIAOMI,,MI NOTE 10 LITE,CHARGING FLEX,169,5,0
PARTS -- CHARGING FLEX XIAOMI MI NOTE 11,XIAOMI,,MI NOTE 11,CHARGING FLEX,187,5,0
PARTS -- CHARGING FLEX REDMI NOTE 8,REDMI,,NOTE 8,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX REDMI NOTE 8 PRO,REDMI,,NOTE 8 PRO,CHARGING FLEX,138,5,0
PARTS -- SPEAKER JALI INFINIX X612,INFINIX,,X612,SPEAKER JALI,300,10,0
PARTS -- SPEAKER JALI INFINIX X624,INFINIX,,X624,SPEAKER JALI,190,10,0
PARTS -- SPEAKER JALI INFINIX X627,INFINIX,,X627,SPEAKER JALI,390,10,0
PARTS -- SPEAKER JALI INFINIX X650,INFINIX,,X650,SPEAKER JALI,1440,10,0
PARTS -- SPEAKER JALI INFINIX X6511,INFINIX,,X6511,SPEAKER JALI,520,10,0
PARTS -- SPEAKER JALI INFINIX X6512,INFINIX,,X6512,SPEAKER JALI,300,10,0
PARTS -- SPEAKER JALI INFINIX X652,INFINIX,,X652,SPEAKER JALI,780,10,0
PARTS -- SPEAKER JALI INFINIX X653,INFINIX,,X653,SPEAKER JALI,730,10,0
PARTS -- SPEAKER JALI INFINIX X655,INFINIX,,X655,SPEAKER JALI,670,10,0
PARTS -- SPEAKER JALI INFINIX X657,INFINIX,,X657,SPEAKER JALI,1145,10,0
PARTS -- SPEAKER JALI INFINIX X659,INFINIX,,X659,SPEAKER JALI,490,10,0
PARTS -- SPEAKER JALI INFINIX X662,INFINIX,,X662,SPEAKER JALI,220,10,0
PARTS -- SPEAKER JALI INFINIX X660,INFINIX,,X660,SPEAKER JALI,210,10,0
PARTS -- SPEAKER JALI INFINIX X663,INFINIX,,X663,SPEAKER JALI,490,10,0
PARTS -- SPEAKER JALI INFINIX X665,INFINIX,,X665,SPEAKER JALI,150,10,0
PARTS -- SPEAKER JALI INFINIX X670,INFINIX,,X670,SPEAKER JALI,300,10,0
PARTS -- SPEAKER JALI INFINIX X680,INFINIX,,X680,SPEAKER JALI,1450,10,0
PARTS -- SPEAKER JALI INFINIX X6810,INFINIX,,X6810,SPEAKER JALI,304,10,0
PARTS -- SPEAKER JALI INFINIX X6812,INFINIX,,X6812,SPEAKER JALI,300,10,0
PARTS -- SPEAKER JALI INFINIX X6815,INFINIX,,X6815,SPEAKER JALI,310,10,0
PARTS -- SPEAKER JALI INFINIX X6816,INFINIX,,X6816,SPEAKER JALI,550,10,0
PARTS -- SPEAKER JALI INFINIX X682,INFINIX,,X682,SPEAKER JALI,620,10,0
